呵	;kk;kk;kk;dz;ks;kk;kh
𠹑	;km;km;kg,kn;de;kt;;
𡔜	;tu;uu;uu;gc;fn;;
𡛙	;nl;nl;ny;bs;vx;;
𡝛	;nj;nk;nf;bm;vc;;
𡝩	;ny;ny;na;bm;va;;
𡢹	;nl;nl;jn;bs;vv;;
𡣠	;tn;tn;nl;qb;ll;;
𡩸	;bk;bv;bh;wa;pt;;
𡶂	;ue;ee;ee,ue;vm;md;;
𡺯	;uf;ef;uy,uf;va;me;;
𢂊	;jl;jl;jy;rs;mh;;
𢅹	;jc;jc;jy;rd;mh;;
𢆽	;yu;yu;mu,yu;it;xh;;
𢈆	;gk;gk;gv;xd;yv;;
𢊙	;gj;gk;tj;xg;yi;;
𢋇	;gg;gg;gg,gx;xg;yl;;
𢑈	;gx;gx;gy,gx;bi;xq;;
𢝍	;xx;xx;xq,qx;hh;nf;;
𢺇	;fm;fm;fy;ue;ra;;
𣣳	;vq;pr;qy,qf,vq;ve;er;;
𣨘	;dy;dy;da;gm;gq;;
𤂼	;zu;zu;uz;ok;th;;
𤒝	;zh;zh;hz;oc;th;;
𤚭	;nf;nf;ny,nf;qa;tr;;
𤫺	;gx;gx;gx;yi;rc;;
𤬔	;gf;gf;gy,gf;ya;rc;;
𤬖	;xg;px;gx;vi;qr;;
𤾫	;bv;bf;bv,bd;uu;rn;;
𥁒	;ym;ym;my,ym;ia;xl;;
𥃺	;ow;ow;ow;qp;hg;;
𥌺	;oc;oc;oy;qd;hw;;
𥤣	;bl;bl;xl;er;pw;;
𥤹	;bx;bx;xx,xy;eb;pw;;
𥦖	;bd;bu;xj;ej;pw;;
𥬓	;vl;vl;vy;rs;tx;;
𥹱	;ml;ml;my;ps;ox;;
𦆸	;sf;yz;sy;iu;xe;;
𦇬	;sc;yc;sy;id;xw;;
𦔷	;ey;ey;ey;qi;bx;;
𦤋	;uz;vz;uz,za;co;nt;;
𦥝	;vj;vj;jv;yp;rh;;
𦦌	;vk;pk;yv;yd;ev;;
𦾺	;cv;cd;cv,cd;lw;aq;;
𦾾	;cf;cz;cy;lu;ae;;
𧄎	;cx;cx;cy,cx;li;aq;;
𧇠	;hj;hj;xk;zo;ha;;
𧍔	;in;in;iy;cb;js;;
𧠽	;bj;be;jy,bj;we;pg;;
𧢢	;rj;re;jy,yj;je;wg;;
𧤮	;dk;dk;jy;xd;qe;;
𧷋	;xb;xb;by,yb;vo;sv;;
𧽎	;tf;tf;zy,zf;pa;fh;;
𨓳	;zo;zo;zo,zy;eu;sj;;
𨘔	;zk;zk;zj,zy;su;yy;;
𨹋	;ew;ew;ew;tn;bq;;
𩑗	;yy;yb;yy;iw;xd;;
𩑴	;yy;yb;yy;iw;xl;;
𩜸	;pg;pl;uy,uu;fq;py;;
𩢒	;ml;ml;my;ns;cx;;
𩥣	;mf;mf;my,mf;na;ce;;
𩨴	;gk;gv;gh;fa;me;;
𩩼	;go;go;gy;fv;me;;
𩬗	;el;al;iy;ps;de;;
𩯛	;ew;aw;ij;ph;de;;
𩲻	;gf;gx;gj;ab;rq;;
𩳔	;lg;lg;gx,xg;qa;ft;;
𩿕	;rn;rn;nb,nr,rn;jx;ww;;
𪐯	;lg;hs;hg;pk;lf;;
拽	;fy;fy;fy;ut;rj;fy;fg
射	;uc;uc;cu,uc;zk;tm;uc;ph
頁	;ab;ab;ab;wy;dm;;hd
葉	;cm;cm;cm;le;aa;;cm
業	;yw;yn;yl,yw;ch;og;;sm
吔	;ky;ky;ky;de;kb;ky;kv
嘢	;ky;kl;ky;di;kj;ky;kg
鵺	;wn;wn;ny;zx;yw;;dp
枼	;um;um;mu;le;an;;cm
爺	;fe;be;fy;ht;wq;;ps
楪	;mm;mm;mm;ee;sa;ll;mc
煠	;hm;hm;hm;ce;oa;;qc
抴	;fu;fu;fu;ua;ra;;fc
焆	;ho;ho;ho,hy;cv;ok;ho;qk
埜	;mt;mt;tl;eg;ss;lt;mt
鄴	;ye;ye;ey;ct;og;;sv
擫	;fq;fq;fq,fy;um;rd;;fh
謁	;yr;wv;yh;sf;yj;;ag
嶪	;uw;en;uy;vh;mo;;dm
暍	;or;ov;oh;of;jj;;gg
燁	;hf;hl;hh;cu;oa;;qc
鍱	;jm;jm;jm;ze;qa;;jc
壄	;mt;mt;tm;eg;sc;;mt
曵	;yd;yd;ad,yd;oi;jx;;gd
鋣	;je;je;jx;zt;qa;;jh
鐷	;jm;jm;jm;ze;qa;;jc
礏	;uw;un;uy;mh;do;;hs
餣	;ud;rd;ud,uy;qa;wp,wy;;rh
鸈	;yn;yn;ny;cx;og;;sp
墷	;tf;tl;th;gu;fa;;tc
洂	;db;dd;dy;kc;iy;;ud
漜	;dt;dt;dt,dy;kg;is;;um
潱	;db;da;dy;kz;if;;ut
澲	;dw;dn;dw,dd;kh;io;;us
爗	;hf;hl;hh;cu;oj;;qg
鎁	;je;je;jy;zt;qb;;jh
喝	;kr;kv;kh;df;kj;kv;kg
㐖	;tv;uv;jg;ga;fk;;
㖡	;kw;kn;ky;dv;ky;;
㖶	;kt;kt;ky;dg;ks;;
㗼	;kw;kn;ky;dh;ko;;
㙒	;tt;tt;tt,ty;qg;lc;;
㙪	;tb;ta;ty;gz;ff;;
㝣	;bd;bd;bq;wm;pd;;
㥷	;gx;gx;yq;xh;yd;;
㩎	;fq;fq;fy;um;rj;;
㪑	;dy;dy;wy;mh;dj;;
㭨	;me;me;mx;et;sa;;
㱉	;yq;yr;qy;ce;og;;
㸣	;pw;pn;py;ah;th;;
䈎	;vm;vm;vm;re;ta;;
䓉	;ce;ce;cx;lt;aa;;
䤳	;jw;jn;jy;zv;qy;;
䤶	;jd;jd;jy;za;qd;;
䥟	;jr;jv;jj;zf;qr;;
䥡	;jm;jm;jd;ze;qt;;
䥺	;jy;jy;jy;zl;qa;;
䧨	;ew;en;ey;th;bo;;
䭟	;um;rm;uy;qe;wy;;
䲜	;yy;aa;ss,yy;ww;qo;;
亪	;wn;wv;yy;za;yo;;dv
亱	;wd;wa;dd,wd;zf;yw;;dh
僷	;rm;rm;ry,rm;je;wa;;rc
嶫	;uw;en;uw;vh;mo;;ss
捓	;fe;fe;fx;ut;ra;;fh
捙	;fi;fi;fi;uy;rl;;fh
擛	;fm;fm;fy,fm;ue;ra;;fc
擨	;fq;fr;fq,fy;ue;rr;;fp
擪	;iu;iu;uq,uy;xu;dj;;hf
曄	;of;ol;oh;ou;ja;;gc
曅	;of;ol;oh;ou;ja;;gs
曗	;ow;on;ow,oy;oh;jo;;gs
枽	;um;um;mc;ne;fa;;hm
歋	;iq;pr;qh;xe;rh;;pp
瑘	;we;we;wy;nt;gb;;wh
璍	;wf;wl;wh;nu;ga;;wc
皣	;bf;bl;bh;uu;ra;;pc
瞱	;of;ol;oh;qu;ha;;sc
瞸	;om;om;om;qe;ha;;sc
蠮	;ix;ix;iy;cz;ja;;oh
靨	;im;im;im,mq,my;xb;dj;;hh
饁	;um;rm;uh,um;qa;wp,wy;;rt
驜	;mw;mn;my;nh;co;;hs
𠀸	;av;aq;aq;fa;gm;;
𠄅	;yv;yv;yg;ca;og;;
𠟪	;yd;yd;yd;cp;og;;
𠥇	;kk;kk;ky;ns;ay;;
𠱝	;ko;ko;ky,ko;dv;kc;;
𡛌	;tn;tn;nt,tn;fb;gd;;
𡛽	;yn;yn;ny,yn;db;mv;;
𡽣	;uq;eq;uy;vm;md;;
𢀘	;gl;gl;gu,xj,yq;up;aj;;
𢉥	;gr;gv;gh;xf;yj;;
𢢜	;xw;xn;xy;hh;no;;
𢪧	;fn;fn;fn;uq;rr;;
𢱴	;fm;fm;fm;ue;rf;;
𣎩	;io;io;oy,yo;xv;dj;;
𣐂	;ym;em;my;be;fc;;
𣚋	;me;me;mx;et;sa;;
𣩫	;dw;dn;dy;gh;gq;;
𣩯	;dh;dh;dx;gc;gq;;
𣰛	;cm;cm;mg,gm;lv;af;;
𤑷	;hd;hd;hy;ca;ou;;
𤝇	;qw;qd;qd;mv;qt;;
𤝉	;qy;ql;qy;mi;qt;;
𤝱	;qy;qd;qy;mm;qt;;
𤳪	;it;it;ty,yt;xq;dj;;
𥌅	;io;io;oy,yo;xq;dj;;
𥠍	;hu;hu;hv,hu;xl;tg;;
𥮧	;vm;vm;vm;re;ty;;
𥯘	;ve;ve;vy;rt;tb;;
𦀕	;sb;yb;sy;im;xk;;
𦂡	;sy;yy;sn;ig;xd;;
𦕆	;ey;ey;ey;ql;ba;;
𦠜	;of;ol;oh;vu;ea;;
𦤪	;oq;oq;hi;om;jq;;
𦰳	;cy;cy;cy;ll;as;;
𧎭	;ui;ui;iu,ui;zc;tm;;
𧏽	;ix;ix;iy;ch;ja;;
𧐓	;li;li;iy,yi;dc;jf;;
𧒐	;it;it;it;cg;jy;;
𧔦	;ih;ih;iy;cc;ja;;
𧗖	;im;ix;xy,yx;xa;dj;;
𨂒	;zw;zn;zy;pv;kh;;
𨈺	;ul;ub;ul;zq;tm;;
𨉅	;uw;ul;uq;zl;tm;;
𨶮	;mb;ma;my;az;uf;;
𨽀	;eq;eq;ey;tm;bd;;
𩉂	;om;om;my;ob;je;;
𩐱	;lm;lm;yy,ym;xe;uj;;
𩑃	;lw;ln;yy;xh;uj;;
𩘏	;fm;jm;fy,fm;oe;mt;;
𩜺	;uk;rk;uh;qs;wy;;
𩱝	;gq;ay;gq;ni;gk;;
𩸾	;ye;ae;yy;wt;qo;;
𩼋	;yw;an;yy;wh;qo;;
𩼴	;iy;ia;yy;xw;dj;;
𪋫	;lw;gn;ly;xh;yn;;
𪍅	;lw;ln;my;ev;sw;;
𪑦	;lr;hv;hh;pf;lf;;
𪒲	;lw;hn;hy;ph;lf;;
蛇	;ib;ib;it;cv;jp;ib;ob
泄	;du;du;du;ka;ia;du;uc
義	;yw;yw;yw;gp;ug;;dd
乛	;aa;vv;av,ve;ae;nn;;vb
蛾	;iw;iw;iw;cp;jt;ig;op
齮	;vk;vk;iq;lz;hb,hw;;sh
異	;tg;tb;tg;qh;la;;sd
駅	;mi;mi;mi;ni;cn;;hv
訳	;yi;wi;yi;si;yn;;av
億	;rx;rx;ry;jh;wu;;rd
議	;yw;ww;yy;sp;yu;;ad
弌	;ya;ya;ya;pf;ag;;hd
苢	;cl;ck;cg;lk;an;;ch
毉	;kr;kg;wu,wy,yw;nj;at;;hh
昳	;of;ou;ou;oh;jr;ou;gp
儀	;rw;rw;ry;jp;wu;;rd
醫	;ky;ky;yu,yy;ny;at;;hh
攺	;sw;sw;ws;vh;nt;;vp
黓	;ly;hy;hy;pp;lf;;sh
藝	;cy;cs;cy;lb;af;;cd
鮨	;yo;ao;yv;wo;qo;;pp
苅	;cd;cd;cd,cy;lp;aq;;cs
顗	;uy;eb;yd,yq;vw;mg;;sh
兿	;by;bs;qy;hb;ur;;cd
蓺	;cw;cw;cv;li;af;;cd
譯	;yg;wg;yx;sg;yl;;as
憶	;xx;xx;xy;hh;nu;;xd
衤	;dd;dd;yi;ti;pu,zz;;db
藙	;cu;cy;cy;lr;au;;cd
殹	;ku;ky;uy;nr;at;;hp
壱	;tb;ub;ub;gv;fp;;tv
迻	;zx;zx;zd;lu;qq;;pl
吚	;ky;ky;ky;dt;kv;;kv
曀	;ob;oa;oy;oz;jf;;gt
迆	;zy;zy;zy;eu;bp;;vl
伇	;ru;ry;ru;jr;wm;;rp
肊	;ov;ov;oy;va;en;;yv
觺	;by;by;jy;vt;xt;;ps
嶧	;ug;eg;ux;vg;ml;;ss
驛	;mg;mg;mx;ng;cl;;hs
瀷	;dg;db;dy;kh;in;;uv
疙	;bv;bq;bq;aa;ut;by;dv
誼	;yq;wq;yy;sf;yp;;ab
霬	;yg;yb;yg,yy;th;fl;;hd
蟻	;iw;iw;iy;cp;ju;;od
貤	;by;oy;by;oe;mb;;sv
瘞	;bt;bt;bt;ag;ud;;dt
螘	;ib;ia;id,iq;cz;jm;;os
鷁	;bn;bn;ny;kx;uw;;dp
衪	;py;py;yy;te;pu;;dv
饐	;ub;ra;uy;qz;wp,wy;;rt
鹥	;kn;kn;nu,ny;nx;at;;hh
渏	;dk;dk;dq;kz;id;;uh
貽	;bk;ok;bt;od;mc;;sv
仡	;rv;rq;rq;ja;wt;ry;rp
詣	;yo;wo;yv;so;yx;;ap
庡	;gy;gy;gy;xt;yy;;dd
繹	;sg;yg;sx;ig;xl;;is
彛	;ec;ec;ac,cf,vc;bl;vo;;vc
洟	;dy;dy;dy;kb;ig;;uh
澺	;dx;dx;dy;kh;iu;;ud
鉯	;jr;jr;jy;zj;qn;;jv
帠	;jj;jj;jj;pr;vm;;ps
彜	;hc;vc;jc;bl;xg;;vc
炈	;hu;hy;hu;cr;om;;qp
燡	;hg;hg;hx;cg;ol;;qs
禕	;pf;pl;uw;fg;py;;dv
釴	;jy;jy;jy;zp;qa;;jh
鈠	;ju;jy;ju;zr;qm;;jp
鎰	;jm;jm;jy;za;qu;;jd
頥	;ly;lb;ay,yi;gw;ha;;sh
侇	;ry;ry;ry;jb;wg;;rh
冝	;bq;bq;bq;wf;pe;;dh
夁	;tg;uk;ug;gc;fl;;th
寱	;bm;bm;bn;we;pn;;bm
巸	;is;ks;is,si;qv;ah;;hv
栘	;mx;mx;md;el;sq;;mp
欥	;oq;or;oq;oe;jq;;gp
笖	;vr;vr;vy;rj;tn;;lr
羠	;yy;yy;yy;gb;ud;;dh
艤	;vw;vw;vy;ip;te;;pd
蘙	;cx;cx;cy;lz;aa;;ch
虉	;cn;cn;cn,cy;lx;ag;;cd
豷	;ub;ua;uy;jz;ef;;ht
輢	;ik;ik;iq;yz;ld;;hh
轙	;iw;iw;iy;yp;lu;;hd
鸃	;nw;nw;ny;xp;wv;;pd
勩	;ul;ul;lb;ls;an;;cv
坄	;tu;ty;tu;gr;fm;;tp
嬑	;nx;nx;ny;bh;vu;;nd
彞	;ec;ec;cf;bl;vo;;vc
浂	;dt;dt;dg;km;iu;;ud
浳	;do;do;do;kv;ia;;uh
湙	;dd;dd;dd,dy;km;iy;;ud
焲	;hw;hn;hy;cv;oy;;qd
熤	;hl;hl;hl,hy;ci;on;;qv
熪	;hx;hx;hy;cl;ot;;qe
熼	;hg;hb;hg,hy;ch;ol;;qs
燱	;hx;hx;hy;ch;ou;;qd
艗	;vm;vm;vy;ia;te;;pd
芅	;cy;cy;cy;lp;aa;;cd
蛦	;iy;iy;iy;cb;jg;;oh
跠	;zy;zy;zy;pb;kh;;zh
釔	;jv;jv;jy;za;qn;;jv
鈘	;jv;jy;jv;zc;qf;;jh
銥	;jy;jy;jy;zt;qy;;jd
鏔	;jb;jb;jy;zh;qp;;jb
鐿	;jx;jx;jy;zh;qu;;jd
阣	;ev;eq;eq;ta;bt;;vp
頉	;vy;vb;vy,yv;sw;hd;;sh
頤	;iy;kb;yi;qw;ah;;hh
鮧	;yy;ay;yy;wb;qo;;ph
鳦	;nv;nv;ny;xa;wv;;pv
鷾	;ln;ln;ny;xx;uj;;dp
齸	;vm;vm;iy;la;hb,hw;;sd
㐆	;iv;pv;pg;zs;rv;;
㐹	;rq;rq;rq;jv;wr;;
㑥	;rw;rw;ry;je;wj;;
㓷	;zd;zd;dg;op;th;;
㔴	;kg;kb;ky;nh;al;;
㕥	;kr;kr;kr;dj;kw;;
㖂	;ky;ky;ky;dt;kj;;
㘁	;kg;kg;kg;dg;kl;;
㘈	;kz;kr;ky;dt;kx;;
㘊	;kk;kk;ky;ds;kf;;
㙠	;kt;kt;ty;ng;at;;
㙯	;ty;ts;uy;gb;fw;;
㚤	;ny;ny;ny;bp;va;;
㚦	;nw;nl;nj;bl;vg;;
㛄	;ny;ny;ny;bt;vy;;
㛕	;nb;nb;ny;bm;vk;;
㜋	;nm;nm;ny;ba;vu;;
㜒	;nc;nc;ny;bl;vv;;
㝖	;bx;bx;bd;wl;pq;;
㞔	;ux;ux;ud;cl;nq;;
㠯	;kk;va;aa;ki;nh;;
㡫	;yr;yv;yh;if;xj;;
㡼	;gy;gy;yy;xt;yj;;
㢞	;gg;gb;yy;xh;yn;;
㣂	;gg;gl;gg;bn;xg;;
㣻	;xx;xx;xa;bh;qn;;
㥋	;rx;rx;xy;jh;wy;;
㥴	;xj;xj;xs;hz;nr;;
㦉	;xb;xa;xy;hz;nf;;
㦤	;tx;ux;yx,xq;gh;fp;;
㦾	;hy;hy;hy;me;yn;;
㩘	;fw;fw;fy;up;ru;;
㫊	;fk;fk;fk;lz;yt;;
㰘	;mc;mc;my;el;sx;;
㰝	;sq;sr;qs;ve;nq;;
㰻	;tq;ur;qv;he;fk;;
㱅	;tq;ur;qy;ge;fp;;
㱲	;dm;dm;dy;ga;gq;;
㲼	;dx;dx;da;kb;iq;;
㳑	;dm;dm;dm;ka;il;;
㳖	;dy;dy;dy;kt;iy;;
㴁	;dj;dj;dj;kq;ig;;
㴒	;dc;dc;dy;kl;iy;;
㵝	;dk;dk;dy;kd;iy;;
㵩	;dm;dm;dy;ke;ia;;
㶠	;dg;dg;dy;kg;ic;;
㹓	;nw;nw;ny;qp;tr;;
㹭	;qy;qy;qy;mt;qt;;
㺿	;wi;wl;wi;nq;ga;;
㽈	;bw;bw;wy;vr;xt;;
䄁	;pu;pu;uu;fa;py;;
䄬	;hy;hy;hy;xe;tb;;
䄿	;hy;hy;hy;xt;tj;;
䆿	;bm;bm;xg,xm;ee;pw;;
䇩	;vy;vy;vy;rt;tj;;
䇵	;vj;vj;vy;rt;ti;;
䉨	;vu;vy;vy;rr;tu;;
䋚	;sx;yx;sy;iz;xn;;
䋵	;sr;yv;sh;if;xj;;
䌻	;sx;sx;sy;iz;xn;;
䎈	;xy;xy;yy;zt;nj;;
䐅	;ou;ou;ou;vo;en;;
䐖	;om;om;ou;vp;en;;
䓃	;cb;cb;cy;lm;ak;;
䓈	;cu;cy;cy;lr;at;;
䓹	;cg;cl;cu;lq;aw;;
䔬	;cg;cb;cy;lh;al;;
䕍	;ck;ck;cy;ld;ay;;
䖁	;cx;cx;wy;lh;aj;;
䖊	;xj;xj;wh;bz;qh;;
䗑	;il;il;iy;ci;jj;;
䗟	;ki;ki;iy;nc;at;;
䗷	;ix;ix;iy;ch;ju;;
䘝	;py;py;yy;tp;pu;;
䘸	;pw;pn;yy;tv;pu;;
䝘	;vu;vy;vu;mr;ee;;
䝝	;vk;vk;vq;mz;ee;;
䝯	;by;oy;bt;oe;mt;;
䞅	;bk;ok;bk,bv;od;md;;
䢃	;ux;ux;ba;cb;nk;;
䣧	;yy;yy;yy;yp;sg;;
䦴	;mg;mg;mg;ag;ul;;
䧧	;ew;ew;ey;tp;bu;;
䬁	;fb;jb;ft;ov;mt;;
䬥	;yg;yl;uy;pq;aw;;
䬮	;ur;rr;uy;qj;wy;;
䭂	;ub;rb;uy;qm;wy;;
䭇	;uk;rk;uj;qd;wy;;
䭞	;ug;rg;ux;qg;wy;;
䭿	;mf;mu;mu;nh;cr;;
䮊	;my;my;my;nb;cg;;
䯆	;gv;gv;gg;fa;me;;
䰙	;gv;wy;gv;nc;gk;;
䱌	;yi;al;yi;wq;qo;;
䱒	;yb;ab;yy;wm;qo;;
䲑	;yw;aw;yy;wp;qo;;
䴊	;yn;yn;ny;gx;ug;;
䴬	;ly;ly;my;ep;sw;;
乊	;pb;pb;ho,pb,px;th;tu;;
亄	;tv;uv;gy;ga;fp;;tv
伿	;rv;rb;rv;jh;wk;;rk
俋	;rb;rb;rb,ry;jm;wk;;rk
偯	;rk;ry;ra;jd;wy;;rd
劮	;pl;ul;lu;ts;rw;;pv
匇	;bx;bx;gx;nl;qq;;pd
呭	;ku;ku;ku;da;ka;;kc
呹	;kf;ku;ku;dh;kr;;kp
唈	;kb;kb;kb,ky;dm;kk;;kk
囈	;ky;ks;ky;db;ka;;kc
圛	;kg;kg;kx;rg;ll;;ks
垼	;rt;it;ty;wg;tm;;pt
妷	;nf;nu;nu;bh;vr;;np
嫛	;kn;kn;nu,ny;nb;at;;hn
嬄	;nb;na;ny;bz;vf;;nt
嬟	;nw;nw;ny;bp;vu;;nd
宐	;bh;ba;ba;wf;ph,pq;;bh
寲	;bz;br;by;wt;px;;bd
峓	;uy;ey;uy;vb;mg;;sh
崺	;uy;ey;uu;ve;my;;sv
嶬	;uw;ew;uy;vp;mu;;sd
帟	;wj;wj;jy,yj;zr;yo;;ds
幆	;jr;jv;jh;rf;mh;;sg
弬	;gi;gl;gi;bq;xa;;vh
怈	;xu;xu;xu;ha;na;;xc
恞	;xy;xy;xy;hb;ng;;xh
悘	;kx;kx;xy;nh;at;;hx
懌	;xg;xg;xx;hg;nl;;xs
撎	;fb;fa;fy;uz;rf;;ft
敡	;oy;oy;py,oy;oh;jq;;gs
敼	;ty;uy;px,uy,xy;hh;fk;;ts
旑	;fk;fk;fq;lz;yd;;dh
晹	;ow;ow;oy;oe;jj;ow;gg
暆	;oy;oy;ou;oe;jy;;gd
曎	;og;og;ox,oy;og;jl;;gs
栺	;mo;mo;mv;eo;sx;;mp
棭	;mw;mn;my;ev;sy;;md
椬	;mq;mq;my;ef;sp;;mb
榏	;mm;mm;my;ea;su;;md
槸	;mw;mw;mv;ei;sf;;mt
檍	;mx;mx;my;eh;su;;md
檥	;mw;mw;my;ep;su;;md
檹	;mk;mk;mq,my;ez;sy;;md
欭	;yq;kr;qy;re;ld;;sp
歝	;sq;sr;qx;ye;lf;;sp
殔	;dl;dn;dl;gk;gq;;hv
獈	;qm;qm;qy;ma;qt;;pd
玴	;wu;wu;wu;na;ga;;wc
瑿	;ky;ky;yu,yy;ni;at;;hd
瓵	;sw;sw;wt;kr;ck;;vh
畩	;ty;ty;ty;qt;ly;;sd
痬	;bw;bw;by;ae;uj;;dp
瘱	;bx;bx;bx;ah;ud;;dx
瞖	;ko;ko;ou,oy;nq;at;;hh
礒	;uw;uw;uy;mp;du;;hd
秇	;hw;hw;hw;xi;tv;;ep
稦	;hf;hl;hw;xg;tn;;ev
穓	;hg;hb;hh,hy;xh;tl;;es
竩	;lq;lq;ly;if;up;;db
篒	;vg;vl;vu;rq;tw;;ld
籎	;vz;vr;vy;rt;tx;;ld
縊	;sm;ym;sy;ia;xu;;id
繶	;sx;yx;sy;ih;xu;;id
耴	;ev;ev;eg;qa;bn;;hv
膉	;om;om;oy;va;eu;;yd
萓	;cq;cq;cy;lf;ap;;ch
萟	;cw;cw;cv,cw;li;at;;cd
蛜	;iy;iy;iy;ct;jw;;or
螔	;ij;ij;ih;cz;jr;;op
袘	;py;py;yy;te;pu;;dp
袣	;pu;pu;yu;ta;pu;;dc
裿	;pk;pk;yq;tz;pu;;dh
褹	;pw;pw;yv;ti;pu;;dt
襼	;py;ps;yy;tb;pu;;dc
訲	;yv;wv;yv;sg;yk;;ak
詍	;yu;wu;yu;sa;ya;;ac
謻	;yx;wx;yy;sl;yt;;ae
譩	;yx;wx;yy;sh;yu;;ad
讛	;yy;ws;yy;sb;ya;;ac
豙	;lu;wu;du,lu,wu;ij;ue;;dd
豛	;uu;uy;uu;jr;em;;hp
貖	;vm;vm;vy;ma;ee;;pd
贀	;kb;kb;bu,by;no;at;;hd
跇	;zu;zu;zu;pa;kh;;zc
辷	;za;za;za;fu;gp;;hl
迱	;zb;zb;zt;wu;px;;bl
逘	;zu;zu;zy;ku;ct;;vl
郼	;we;ve;ew;gt;nh;;vv
鄓	;ze;ze;ei;ot;th;;pv
醷	;yx;yx;yy;yh;sg;;hd
隿	;yv;yf;vy;pu;aw;;hr
顊	;py;pb;yu;tw;wn;;ph
骮	;gy;gy;gy;fp;me;;sh
鴺	;yn;yn;ny;mx;gx;;hp
鶂	;jn;jn;ne;px;vq;;pp
鶃	;ne;ne;ne;xp;wv;;pp
鶍	;on;on;ny;ox;jq;;gp
鷊	;gn;an;ng;nx;gk;;hp
鷖	;kn;kn;nu,ny;nx;at;;hd
鷧	;tn;un;ny;gx;fp;;tp
黳	;kh;kh;hu,hy;np;at;;hq
𠂆	;pp;pp;;xc;rt;;
𠄱	;ei;ei;ei,yi;mq;fh;;
𠅌	;wd;wd;wd;gm;yk;;
𠈶	;rj;rj;rj;jc;wm;;
𠍫	;rq;rr;rx,rq,ra;je;wq;;
𠍳	;cl;cg;ca,ra;lg;aw;;
𠏩	;rq;rr;rq,ra;je;wm;;
𠐀	;rq;rr;ry,rq,ra;je;wr;;
𠓋	;gg;xg;gg,gx,ex;mg;iq;;
𠗺	;dx;dx;dy;wl;ut;;
𠚮	;dv;dq;dq;pa;vt;;
𠛃	;ud;ud;pd;up;rj;;
𠜁	;yd;yd;yd;mp;gx;;
𠡔	;vl;vl;li;os;vd;;
𠡝	;vl;vl;lx;os;vq;;
𠤗	;bb;bb;bx;vv;xt;;
𠤘	;bu;bu;by;vo;xc;;
𠥦	;kg;kb;ky;nh;an;;
𠨾	;iu;iu;iu;xu;dr;;
𠩗	;iq;ir;ix,iq;xe;di;;
𠩫	;ie;ie;ie;xp;dv;;
𠪗	;iq;ir;ix,iq;xe;dy;;
𠮙	;kv;kv;ky;da;kn;;
𠯋	;kk;kv;kx;da;kw;;
𠰄	;ky;kl;ky;di;kc;;
𠲔	;kb;kd;ky;dc;ky;;
𠲖	;ky;ky;ky;dt;ky;;
𠲚	;kz;kz;kz,kj;dh;kb;;
𠲺	;kj;kj;kj;dc;km;;
𠲻	;dk;dk;ky,yk;kd;ir;;
𠶷	;lv;lk;kl,kv,lk;id;uk;;
𠼪	;kx;kx;ky;dl;kt;;
𠽜	;kk;kk;ki;dd;ku;;
𠿣	;kq;kr;ky;de;ks;;
𡄵	;ky;ky;ky;dy;ka;;
𡄻	;tk;uk;yz;gd;fp;;
𡉛	;tq;tv,tq;tq;gv;fr;;
𡊁	;te;te;ta;gz;fq;;
𡊶	;te;te;ty;gz;fq;;
𡍡	;tv;tv;ty;gz;ff;;
𡜬	;ny;ny;ny;bt;vw;;
𡥁	;zd;zd;zd;hp;bj;;
𡬓	;by;by;bj;wr;pn;;
𡱐	;uy;uy;uy;cb;ng;;
𡻣	;ux;ex;uy;vl;mt;;
𡼎	;uk;ek;ux;vd;mf;;
𡾾	;ug;eg;uw,ug;va;mq;;
𢀁	;vy;vd;ib;oi;vr;;
𢂒	;jy;jy;jy;rb;mh;;
𢂗	;pj;pj;jy,yj;br;qg;;
𢂼	;fj;fj;jv,vj;ur;rr;;
𢄅	;jh;jh;jm;rc;mh;;
𢇙	;gy;gy;gy;xp;ya;;
𢇚	;gy;gy;gy;xe;yb;;
𢇸	;gu;gu;gu;xa;ya;;
𢊘	;gu;gy;gy,gu;xr;ya;;
𢍰	;sc;sc;cg;yl;lf;;
𢎀	;yo;yo;go,yo;pv;ae;;
𢎃	;yo;yo;yo,go;po;aj;;
𢎉	;yv;yl;yv,gv;pr;at;;
𢏗	;gg;gg;gj;eb;gd;;
𢓀	;ry;iy;xy;wp;ta;;
𢕷	;rw;ih;xw;wc;te;;
𢖅	;rk;ii;xy;ps;tm;;
𢖫	;dx;dx;xd,dx;ph;vn;;
𢖴	;px;qx;xq,qx;eh;tn;;
𢖺	;xy;xy;xy;hp;na;;
𢗎	;xu;xy;xu;hr;nm;;
𢘽	;xy;xy;xy;ht;nj;;
𢙇	;xy;xy;xy;ht;ny;;
𢞉	;dx;dx;xd,dx;kh;im;;
𢡃	;lx;lx;lh,xy;ih;uk;;
𢣉	;kx;kx;xh,hx,xg;dh;kg;;
𢦕	;gj;gj;gf,gj;po;at;;
𢨮	;hq;hq;hq;ml;yn;;
𢨳	;hh;hh;hh;mm;yn;;
𢩮	;fy;fy;fy;up;ra;;
𢩼	;fy;fy;fy;ui;rx;;
𢱁	;fo;fo;fm;uq;ra;;
𢷔	;fk;fk;fy;uz;ry;;
𣐓	;me;me;mr,me;em;sn;;
𣐵	;mi;ml;mi;eq;sa;;
𣐿	;my;my;my;et;sy;;
